city,weather,temp,time
海口市,晴,25,2023-03-19 20:48:47
北京市,霾,11,2023-03-19 21:20:32
贵阳市,小雨,7,2023-03-19 21:18:42
哈尔滨市,霾,8,2023-03-19 21:17:38
海口市,晴,25,2023-03-19 21:19:21
北京市,霾,10,2023-03-19 21:50:13
贵阳市,雾,7,2023-03-19 21:48:15
哈尔滨市,晴,8,2023-03-19 21:47:27
海口市,晴,23,2023-03-19 21:48:39
北京市,霾,10,2023-03-19 21:50:13
贵阳市,雾,7,2023-03-19 21:48:15
哈尔滨市,晴,8,2023-03-19 21:47:27
海口市,晴,23,2023-03-19 21:48:39
北京市,霾,10,2023-03-19 22:19:53
贵阳市,雾,7,2023-03-19 22:18:21
哈尔滨市,晴,8,2023-03-19 22:17:29
海口市,晴,23,2023-03-19 22:18:46
北京市,霾,10,2023-03-19 22:50:42
贵阳市,雾,7,2023-03-19 22:48:42
哈尔滨市,晴,8,2023-03-19 22:47:34
海口市,晴,23,2023-03-19 22:49:18
北京市,霾,10,2023-03-19 22:50:42
贵阳市,雾,7,2023-03-19 22:48:42
哈尔滨市,晴,8,2023-03-19 22:47:34
海口市,晴,23,2023-03-19 22:49:18
北京市,霾,10,2023-03-19 23:20:42
贵阳市,雾,7,2023-03-19 23:18:50
哈尔滨市,晴,8,2023-03-19 23:17:43
海口市,晴,23,2023-03-19 23:19:16
北京市,霾,9,2023-03-19 23:49:49
贵阳市,雾,7,2023-03-19 23:48:16
哈尔滨市,晴,8,2023-03-19 23:47:27
海口市,晴,22,2023-03-19 23:48:42
北京市,霾,11,2023-03-20 10:49:38
贵阳市,雾,10,2023-03-20 10:48:11
哈尔滨市,霾,9,2023-03-20 10:47:25
海口市,晴,25,2023-03-20 10:48:35
北京市,霾,11,2023-03-20 11:20:36
贵阳市,雾,10,2023-03-20 11:18:40
哈尔滨市,霾,9,2023-03-20 11:17:33
海口市,晴,25,2023-03-20 11:19:09
北京市,霾,12,2023-03-20 11:50:12
贵阳市,雾,11,2023-03-20 11:48:16
哈尔滨市,霾,11,2023-03-20 11:47:26
海口市,晴,27,2023-03-20 11:48:41
北京市,霾,12,2023-03-20 11:50:12
贵阳市,雾,11,2023-03-20 11:48:16
哈尔滨市,霾,11,2023-03-20 11:47:26
海口市,晴,27,2023-03-20 11:48:41
北京市,霾,12,2023-03-20 12:20:43
贵阳市,雾,11,2023-03-20 12:18:30
哈尔滨市,霾,11,2023-03-20 12:17:27
海口市,晴,27,2023-03-20 12:19:06
北京市,霾,14,2023-03-20 12:50:27
贵阳市,雾,12,2023-03-20 12:48:26
哈尔滨市,霾,12,2023-03-20 12:47:26
海口市,晴,29,2023-03-20 12:49:00
北京市,霾,14,2023-03-20 12:50:27
贵阳市,雾,12,2023-03-20 12:48:26
哈尔滨市,霾,12,2023-03-20 12:47:26
海口市,晴,29,2023-03-20 12:49:00
北京市,霾,14,2023-03-20 13:20:25
贵阳市,雾,12,2023-03-20 13:18:45
哈尔滨市,霾,12,2023-03-20 13:17:45
海口市,晴,29,2023-03-20 13:19:11
北京市,霾,15,2023-03-20 13:50:22
贵阳市,晴,14,2023-03-20 13:48:21
哈尔滨市,霾,14,2023-03-20 13:47:35
海口市,晴,29,2023-03-20 13:48:52
北京市,霾,15,2023-03-20 13:50:22
贵阳市,晴,14,2023-03-20 13:48:21
哈尔滨市,霾,14,2023-03-20 13:47:35
海口市,晴,29,2023-03-20 13:48:52
北京市,霾,15,2023-03-20 14:20:36
贵阳市,晴,14,2023-03-20 14:18:41
哈尔滨市,霾,14,2023-03-20 14:17:35
海口市,晴,29,2023-03-20 14:19:08
北京市,霾,16,2023-03-20 14:50:14
贵阳市,晴,17,2023-03-20 14:48:23
哈尔滨市,霾,14,2023-03-20 14:47:37
海口市,晴,30,2023-03-20 14:48:48
北京市,霾,16,2023-03-20 14:50:14
贵阳市,晴,17,2023-03-20 14:48:23
哈尔滨市,霾,14,2023-03-20 14:47:37
海口市,晴,30,2023-03-20 14:48:48
北京市,霾,16,2023-03-20 15:20:54
贵阳市,晴,17,2023-03-20 15:18:44
哈尔滨市,霾,14,2023-03-20 15:17:40
海口市,晴,30,2023-03-20 15:19:25
北京市,霾,16,2023-03-20 15:50:09
贵阳市,晴,18,2023-03-20 15:48:12
哈尔滨市,晴,15,2023-03-20 15:47:25
海口市,晴,30,2023-03-20 15:48:35
北京市,霾,16,2023-03-20 15:50:09
贵阳市,晴,18,2023-03-20 15:48:12
哈尔滨市,晴,15,2023-03-20 15:47:25
海口市,晴,30,2023-03-20 15:48:35
北京市,霾,16,2023-03-20 16:20:03
贵阳市,晴,18,2023-03-20 16:18:20
哈尔滨市,晴,15,2023-03-20 16:17:26
海口市,晴,30,2023-03-20 16:18:49
北京市,霾,16,2023-03-20 16:49:46
贵阳市,晴,20,2023-03-20 16:48:15
哈尔滨市,晴,14,2023-03-20 16:47:27
海口市,晴,30,2023-03-20 16:48:39
北京市,霾,16,2023-03-20 16:49:46
贵阳市,晴,20,2023-03-20 16:48:15
哈尔滨市,晴,14,2023-03-20 16:47:27
海口市,晴,30,2023-03-20 16:48:39
北京市,霾,16,2023-03-20 17:20:57
贵阳市,晴,20,2023-03-20 17:18:59
哈尔滨市,晴,14,2023-03-20 17:17:48
海口市,晴,30,2023-03-20 17:19:30
北京市,霾,16,2023-03-20 17:50:24
贵阳市,晴,21,2023-03-20 17:48:22
哈尔滨市,晴,14,2023-03-20 17:47:34
海口市,晴,29,2023-03-20 17:48:54
北京市,霾,16,2023-03-20 17:50:24
贵阳市,晴,21,2023-03-20 17:48:22
哈尔滨市,晴,14,2023-03-20 17:47:34
海口市,晴,29,2023-03-20 17:48:54
北京市,霾,16,2023-03-20 18:21:20
贵阳市,晴,21,2023-03-20 18:19:07
哈尔滨市,晴,14,2023-03-20 18:17:43
海口市,晴,29,2023-03-20 18:19:38
北京市,霾,14,2023-03-20 18:50:40
贵阳市,晴,15,2023-03-20 18:48:44
哈尔滨市,晴,12,2023-03-20 18:47:40
海口市,晴,28,2023-03-20 18:49:22
北京市,霾,14,2023-03-20 18:50:40
贵阳市,晴,15,2023-03-20 18:48:44
哈尔滨市,晴,12,2023-03-20 18:47:40
海口市,晴,28,2023-03-20 18:49:22
北京市,霾,14,2023-03-20 19:20:07
贵阳市,晴,15,2023-03-20 19:18:23
哈尔滨市,晴,12,2023-03-20 19:17:28
海口市,晴,28,2023-03-20 19:18:50
北京市,霾,13,2023-03-20 19:50:37
贵阳市,晴,12,2023-03-20 19:48:44
哈尔滨市,晴,11,2023-03-20 19:47:38
海口市,晴,26,2023-03-20 19:49:19
北京市,霾,13,2023-03-20 19:50:37
贵阳市,晴,12,2023-03-20 19:48:44
哈尔滨市,晴,11,2023-03-20 19:47:38
海口市,晴,26,2023-03-20 19:49:19
北京市,霾,13,2023-03-20 20:20:07
贵阳市,晴,12,2023-03-20 20:18:27
哈尔滨市,晴,11,2023-03-20 20:17:28
海口市,晴,26,2023-03-20 20:18:55
北京市,霾,11,2023-03-20 20:50:36
贵阳市,晴,10,2023-03-20 20:48:51
哈尔滨市,霾,11,2023-03-20 20:47:44
海口市,晴,24,2023-03-20 20:49:24
北京市,霾,11,2023-03-20 20:50:36
贵阳市,晴,10,2023-03-20 20:48:51
哈尔滨市,霾,11,2023-03-20 20:47:44
海口市,晴,24,2023-03-20 20:49:24
北京市,霾,11,2023-03-20 21:20:40
贵阳市,晴,10,2023-03-20 21:18:35
哈尔滨市,霾,11,2023-03-20 21:17:30
海口市,晴,24,2023-03-20 21:19:11
北京市,霾,10,2023-03-20 21:50:43
贵阳市,晴,9,2023-03-20 21:48:34
哈尔滨市,霾,10,2023-03-20 21:47:27
海口市,晴,24,2023-03-20 21:49:07
北京市,霾,10,2023-03-20 21:50:43
贵阳市,晴,9,2023-03-20 21:48:34
哈尔滨市,霾,10,2023-03-20 21:47:27
海口市,晴,24,2023-03-20 21:49:07
北京市,霾,10,2023-03-20 22:20:26
贵阳市,晴,9,2023-03-20 22:18:30
哈尔滨市,霾,10,2023-03-20 22:17:31
海口市,晴,24,2023-03-20 22:19:03
北京市,霾,9,2023-03-20 22:50:34
贵阳市,雾,9,2023-03-20 22:48:26
哈尔滨市,霾,10,2023-03-20 22:47:26
海口市,晴,23,2023-03-20 22:49:00
北京市,霾,9,2023-03-20 22:50:34
贵阳市,雾,9,2023-03-20 22:48:26
哈尔滨市,霾,10,2023-03-20 22:47:26
海口市,晴,23,2023-03-20 22:49:00
北京市,霾,9,2023-03-20 23:20:12
贵阳市,雾,9,2023-03-20 23:18:37
哈尔滨市,霾,10,2023-03-20 23:17:39
海口市,晴,23,2023-03-20 23:19:03
北京市,霾,8,2023-03-20 23:50:30
贵阳市,雾,9,2023-03-20 23:48:30
哈尔滨市,霾,9,2023-03-20 23:47:26
海口市,晴,23,2023-03-20 23:49:01
北京市,霾,8,2023-03-20 23:50:30
贵阳市,雾,9,2023-03-20 23:48:30
哈尔滨市,霾,9,2023-03-20 23:47:26
海口市,晴,23,2023-03-20 23:49:01
北京市,霾,13,2023-03-21 11:50:23
贵阳市,晴,12,2023-03-21 11:48:24
哈尔滨市,霾,11,2023-03-21 11:47:25
海口市,晴,27,2023-03-21 11:48:54
北京市,霾,13,2023-03-21 12:20:35
贵阳市,晴,12,2023-03-21 12:18:43
哈尔滨市,霾,11,2023-03-21 12:17:36
海口市,晴,27,2023-03-21 12:19:22
北京市,霾,13,2023-03-21 12:20:35
贵阳市,晴,12,2023-03-21 12:18:43
哈尔滨市,霾,11,2023-03-21 12:17:36
海口市,晴,27,2023-03-21 12:19:22
北京市,霾,14,2023-03-21 12:50:37
贵阳市,晴,15,2023-03-21 12:48:53
哈尔滨市,晴,13,2023-03-21 12:47:44
海口市,晴,30,2023-03-21 12:49:32
北京市,霾,14,2023-03-21 13:20:21
贵阳市,晴,15,2023-03-21 13:18:30
哈尔滨市,晴,13,2023-03-21 13:17:35
海口市,晴,30,2023-03-21 13:18:55
北京市,霾,14,2023-03-21 13:20:21
贵阳市,晴,15,2023-03-21 13:18:30
哈尔滨市,晴,13,2023-03-21 13:17:35
海口市,晴,30,2023-03-21 13:18:55
北京市,霾,15,2023-03-21 13:49:46
贵阳市,晴,19,2023-03-21 13:48:07
哈尔滨市,晴,14,2023-03-21 13:47:24
海口市,晴,31,2023-03-21 13:48:29
北京市,霾,15,2023-03-21 14:19:36
贵阳市,晴,19,2023-03-21 14:18:10
哈尔滨市,晴,14,2023-03-21 14:17:24
海口市,晴,31,2023-03-21 14:18:34
北京市,霾,15,2023-03-21 14:19:36
贵阳市,晴,19,2023-03-21 14:18:10
哈尔滨市,晴,14,2023-03-21 14:17:24
海口市,晴,31,2023-03-21 14:18:34
北京市,霾,16,2023-03-21 14:49:56
贵阳市,晴,22,2023-03-21 14:48:32
哈尔滨市,多云,14,2023-03-21 14:47:30
海口市,晴,30,2023-03-21 14:48:54
北京市,霾,16,2023-03-21 15:20:06
贵阳市,晴,25,2023-03-21 15:18:38
哈尔滨市,晴,15,2023-03-21 15:17:34
海口市,晴,30,2023-03-21 15:19:02
北京市,霾,16,2023-03-21 15:20:06
贵阳市,晴,25,2023-03-21 15:18:38
哈尔滨市,晴,15,2023-03-21 15:17:34
海口市,晴,30,2023-03-21 15:19:02
北京市,霾,16,2023-03-21 15:49:44
贵阳市,阴,25,2023-03-21 15:48:25
哈尔滨市,阴,15,2023-03-21 15:47:28
海口市,晴,30,2023-03-21 15:48:47
北京市,霾,17,2023-03-21 16:20:25
贵阳市,晴,26,2023-03-21 16:18:16
哈尔滨市,晴,14,2023-03-21 16:17:25
海口市,晴,30,2023-03-21 16:18:57
北京市,霾,17,2023-03-21 16:20:25
贵阳市,晴,26,2023-03-21 16:18:16
哈尔滨市,晴,14,2023-03-21 16:17:25
海口市,晴,30,2023-03-21 16:18:57
北京市,霾,17,2023-03-21 16:50:06
贵阳市,阴,26,2023-03-21 16:48:12
哈尔滨市,多云,14,2023-03-21 16:47:26
海口市,晴,30,2023-03-21 16:48:35
北京市,霾,17,2023-03-21 17:19:53
贵阳市,晴,27,2023-03-21 17:18:14
哈尔滨市,晴,13,2023-03-21 17:17:24
海口市,晴,30,2023-03-21 17:18:42
北京市,霾,17,2023-03-21 17:19:53
贵阳市,晴,27,2023-03-21 17:18:14
哈尔滨市,晴,13,2023-03-21 17:17:24
海口市,晴,30,2023-03-21 17:18:42
北京市,霾,17,2023-03-21 17:50:36
贵阳市,晴,27,2023-03-21 17:48:51
哈尔滨市,多云,13,2023-03-21 17:47:39
海口市,晴,30,2023-03-21 17:49:24
北京市,霾,15,2023-03-21 18:21:24
贵阳市,晴,26,2023-03-21 18:18:47
哈尔滨市,晴,12,2023-03-21 18:17:31
海口市,晴,30,2023-03-21 18:19:31
北京市,霾,15,2023-03-21 18:21:24
贵阳市,晴,26,2023-03-21 18:18:47
哈尔滨市,晴,12,2023-03-21 18:17:31
海口市,晴,30,2023-03-21 18:19:31
北京市,霾,15,2023-03-21 18:50:33
贵阳市,晴,26,2023-03-21 18:48:26
哈尔滨市,多云,12,2023-03-21 18:47:26
海口市,晴,30,2023-03-21 18:49:01
北京市,霾,14,2023-03-21 19:20:35
贵阳市,晴,24,2023-03-21 19:18:17
哈尔滨市,晴,7,2023-03-21 19:17:27
海口市,晴,29,2023-03-21 19:18:59
北京市,霾,14,2023-03-21 19:20:35
贵阳市,晴,24,2023-03-21 19:18:17
哈尔滨市,晴,7,2023-03-21 19:17:27
海口市,晴,29,2023-03-21 19:18:59
北京市,霾,14,2023-03-21 19:49:50
贵阳市,晴,24,2023-03-21 19:48:25
哈尔滨市,多云,7,2023-03-21 19:47:39
海口市,晴,29,2023-03-21 19:48:48
北京市,霾,14,2023-03-21 20:20:33
贵阳市,晴,23,2023-03-21 20:18:51
哈尔滨市,霾,4,2023-03-21 20:17:39
海口市,晴,28,2023-03-21 20:19:16
北京市,霾,14,2023-03-21 20:20:33
贵阳市,晴,23,2023-03-21 20:18:51
哈尔滨市,霾,4,2023-03-21 20:17:39
海口市,晴,28,2023-03-21 20:19:16
北京市,霾,14,2023-03-21 20:49:56
贵阳市,阴,23,2023-03-21 20:48:32
哈尔滨市,霾,4,2023-03-21 20:47:34
海口市,晴,28,2023-03-21 20:48:54
北京市,小雨,16,2023-03-21 21:20:30
贵阳市,晴,22,2023-03-21 21:18:39
哈尔滨市,霾,11,2023-03-21 21:17:35
海口市,晴,27,2023-03-21 21:19:08
北京市,小雨,16,2023-03-21 21:20:30
贵阳市,晴,22,2023-03-21 21:18:39
哈尔滨市,霾,11,2023-03-21 21:17:35
海口市,晴,27,2023-03-21 21:19:08
北京市,小雨,16,2023-03-21 21:50:30
贵阳市,晴,22,2023-03-21 21:48:42
哈尔滨市,霾,11,2023-03-21 21:47:38
海口市,晴,27,2023-03-21 21:49:20
北京市,霾,14,2023-03-21 22:19:45
贵阳市,晴,19,2023-03-21 22:18:16
哈尔滨市,霾,11,2023-03-21 22:17:26
海口市,晴,26,2023-03-21 22:18:39
北京市,霾,14,2023-03-21 22:19:45
贵阳市,晴,19,2023-03-21 22:18:16
哈尔滨市,霾,11,2023-03-21 22:17:26
海口市,晴,26,2023-03-21 22:18:39
北京市,霾,14,2023-03-21 22:50:23
贵阳市,晴,19,2023-03-21 22:48:24
哈尔滨市,霾,11,2023-03-21 22:47:25
海口市,晴,26,2023-03-21 22:48:55
北京市,霾,13,2023-03-21 23:20:15
贵阳市,晴,16,2023-03-21 23:18:24
哈尔滨市,霾,10,2023-03-21 23:17:31
海口市,晴,26,2023-03-21 23:19:02
北京市,霾,13,2023-03-21 23:20:15
贵阳市,晴,16,2023-03-21 23:18:24
哈尔滨市,霾,10,2023-03-21 23:17:31
海口市,晴,26,2023-03-21 23:19:02
北京市,霾,13,2023-03-21 23:49:43
贵阳市,晴,16,2023-03-21 23:48:25
哈尔滨市,霾,10,2023-03-21 23:47:31
海口市,晴,26,2023-03-21 23:48:45
北京市,霾,13,2023-03-22 12:20:41
贵阳市,晴,20,2023-03-22 12:18:26
哈尔滨市,霾,8,2023-03-22 12:17:26
海口市,晴,33,2023-03-22 12:19:02
北京市,霾,13,2023-03-22 12:50:07
贵阳市,晴,20,2023-03-22 12:48:13
哈尔滨市,霾,8,2023-03-22 12:47:26
海口市,晴,33,2023-03-22 12:48:38
北京市,霾,13,2023-03-22 12:50:07
贵阳市,晴,20,2023-03-22 12:48:13
哈尔滨市,霾,8,2023-03-22 12:47:26
海口市,晴,33,2023-03-22 12:48:38
北京市,霾,14,2023-03-22 13:20:07
贵阳市,晴,20,2023-03-22 13:18:39
哈尔滨市,霾,8,2023-03-22 13:17:33
海口市,晴,35,2023-03-22 13:19:02
北京市,霾,14,2023-03-22 13:50:31
贵阳市,晴,20,2023-03-22 13:48:45
哈尔滨市,霾,8,2023-03-22 13:47:39
海口市,晴,35,2023-03-22 13:49:20
北京市,霾,14,2023-03-22 13:50:31
贵阳市,晴,20,2023-03-22 13:48:45
哈尔滨市,霾,8,2023-03-22 13:47:39
海口市,晴,35,2023-03-22 13:49:20
北京市,霾,15,2023-03-22 14:20:14
贵阳市,晴,22,2023-03-22 14:18:21
哈尔滨市,霾,7,2023-03-22 14:17:32
海口市,晴,36,2023-03-22 14:18:45
北京市,浮尘,15,2023-03-22 14:50:11
贵阳市,晴,22,2023-03-22 14:48:32
哈尔滨市,霾,7,2023-03-22 14:47:33
海口市,晴,36,2023-03-22 14:49:03
北京市,浮尘,15,2023-03-22 14:50:11
贵阳市,晴,22,2023-03-22 14:48:32
哈尔滨市,霾,7,2023-03-22 14:47:33
海口市,晴,36,2023-03-22 14:49:03
北京市,霾,16,2023-03-22 15:20:20
贵阳市,晴,23,2023-03-22 15:18:16
哈尔滨市,霾,7,2023-03-22 15:17:26
海口市,晴,32,2023-03-22 15:18:43
北京市,霾,16,2023-03-22 15:50:07
贵阳市,晴,23,2023-03-22 15:48:37
哈尔滨市,霾,7,2023-03-22 15:47:37
海口市,晴,32,2023-03-22 15:49:01
北京市,霾,16,2023-03-22 15:50:07
贵阳市,晴,23,2023-03-22 15:48:37
哈尔滨市,霾,7,2023-03-22 15:47:37
海口市,晴,32,2023-03-22 15:49:01
北京市,晴,16,2023-03-22 16:20:26
贵阳市,晴,23,2023-03-22 16:18:17
哈尔滨市,霾,6,2023-03-22 16:17:26
海口市,晴,33,2023-03-22 16:18:56
北京市,多云,16,2023-03-22 16:50:18
贵阳市,晴,23,2023-03-22 16:48:35
哈尔滨市,霾,6,2023-03-22 16:47:36
海口市,晴,33,2023-03-22 16:49:07
北京市,多云,16,2023-03-22 16:50:18
贵阳市,晴,23,2023-03-22 16:48:35
哈尔滨市,霾,6,2023-03-22 16:47:36
海口市,晴,33,2023-03-22 16:49:07
北京市,晴,15,2023-03-22 17:20:25
贵阳市,晴,24,2023-03-22 17:18:44
哈尔滨市,霾,5,2023-03-22 17:17:37
海口市,晴,34,2023-03-22 17:19:08
北京市,阴,15,2023-03-22 17:50:31
贵阳市,晴,24,2023-03-22 17:48:44
哈尔滨市,霾,5,2023-03-22 17:47:38
海口市,晴,34,2023-03-22 17:49:09
北京市,阴,15,2023-03-22 17:50:31
贵阳市,晴,24,2023-03-22 17:48:44
哈尔滨市,霾,5,2023-03-22 17:47:38
海口市,晴,34,2023-03-22 17:49:09
北京市,晴,14,2023-03-22 18:20:38
贵阳市,晴,22,2023-03-22 18:18:31
哈尔滨市,霾,4,2023-03-22 18:17:37
海口市,晴,33,2023-03-22 18:18:59
北京市,多云,14,2023-03-22 18:50:06
贵阳市,阴,22,2023-03-22 18:48:13
哈尔滨市,霾,4,2023-03-22 18:47:28
海口市,晴,33,2023-03-22 18:48:37
北京市,多云,14,2023-03-22 18:50:06
贵阳市,阴,22,2023-03-22 18:48:13
哈尔滨市,霾,4,2023-03-22 18:47:28
海口市,晴,33,2023-03-22 18:48:37
北京市,晴,13,2023-03-22 19:19:42
贵阳市,晴,20,2023-03-22 19:18:13
哈尔滨市,霾,4,2023-03-22 19:17:25
海口市,晴,31,2023-03-22 19:18:38
北京市,阴,13,2023-03-22 19:50:01
贵阳市,晴,20,2023-03-22 19:48:30
哈尔滨市,霾,4,2023-03-22 19:47:30
海口市,晴,31,2023-03-22 19:48:54
北京市,阴,13,2023-03-22 19:50:01
贵阳市,晴,20,2023-03-22 19:48:30
哈尔滨市,霾,4,2023-03-22 19:47:30
海口市,晴,31,2023-03-22 19:48:54
北京市,晴,13,2023-03-22 20:20:23
贵阳市,晴,18,2023-03-22 20:18:21
哈尔滨市,霾,3,2023-03-22 20:17:26
海口市,晴,29,2023-03-22 20:18:59
北京市,阴,13,2023-03-22 20:49:45
贵阳市,阴,18,2023-03-22 20:48:14
哈尔滨市,霾,3,2023-03-22 20:47:27
海口市,晴,29,2023-03-22 20:48:38
北京市,阴,13,2023-03-22 20:49:45
贵阳市,阴,18,2023-03-22 20:48:14
哈尔滨市,霾,3,2023-03-22 20:47:27
海口市,晴,29,2023-03-22 20:48:38
北京市,多云,12,2023-03-22 21:50:42
贵阳市,小雨,15,2023-03-22 21:48:34
哈尔滨市,霾,2,2023-03-22 21:47:26
海口市,晴,28,2023-03-22 21:49:06
北京市,晴,11,2023-03-22 22:20:33
贵阳市,小雨,14,2023-03-22 22:18:42
哈尔滨市,晴,2,2023-03-22 22:17:33
海口市,晴,27,2023-03-22 22:19:09
北京市,晴,11,2023-03-22 22:20:33
贵阳市,小雨,14,2023-03-22 22:18:42
哈尔滨市,晴,2,2023-03-22 22:17:33
海口市,晴,27,2023-03-22 22:19:09
北京市,阴,11,2023-03-22 22:50:26
贵阳市,小雨,14,2023-03-22 22:48:42
哈尔滨市,晴,2,2023-03-22 22:47:38
海口市,晴,27,2023-03-22 22:49:16
北京市,晴,10,2023-03-22 23:20:32
贵阳市,晴,12,2023-03-22 23:18:42
哈尔滨市,晴,1,2023-03-22 23:17:41
海口市,晴,26,2023-03-22 23:19:19
