time,status,location
2023-03-16 16:35:00,1.25,Beijing1
2023-03-16 16:42:00,1.3333333333333333,Beijing1
2023-03-16 17:02:00,1.0833333333333333,Beijing1
2023-03-16 17:07:00,1.125,Beijing1
2023-03-16 17:13:00,1.0833333333333333,Beijing1
2023-03-16 17:18:00,1.125,Beijing1
2023-03-16 17:23:00,1.2083333333333333,Beijing1
2023-03-16 17:29:00,1.25,Beijing1
2023-03-16 17:34:00,1.2916666666666667,Beijing1
2023-03-16 17:39:00,1.4166666666666667,Beijing1
2023-03-16 17:44:00,1.5,Beijing1
2023-03-16 17:45:00,1.0,Beijing1
2023-03-16 17:50:00,1.2916666666666667,Beijing1
2023-03-16 18:43:00,1.3333333333333333,Beijing1
2023-03-16 18:48:00,1.32,Beijing1
2023-03-16 18:53:00,1.375,Beijing1
2023-03-16 18:59:00,1.3333333333333333,Beijing1
2023-03-16 19:04:00,1.25,Beijing1
2023-03-16 19:09:00,1.25,Beijing1
2023-03-16 19:14:00,1.3125,Beijing1
2023-03-16 19:15:00,1.375,Beijing1
2023-03-16 19:20:00,1.2083333333333333,Beijing1
2023-03-16 19:25:00,1.2083333333333333,Beijing1
2023-03-16 19:30:00,1.0833333333333333,Beijing1
2023-03-16 19:36:00,1.0,Beijing1
2023-03-17 10:54:00,1.0416666666666667,Beijing1
2023-03-17 11:18:00,1.0,Beijing1
2023-03-17 11:38:00,1.125,Beijing1
2023-03-17 11:58:00,1.0,Beijing1
2023-03-17 11:59:00,1.0,Beijing1
2023-03-17 12:19:00,1.0416666666666667,Beijing1
2023-03-17 12:39:00,1.0416666666666667,Beijing1
2023-03-17 12:59:00,1.0416666666666667,Beijing1
2023-03-17 13:19:00,1.0416666666666667,Beijing1
2023-03-17 13:39:00,1.0625,Beijing1
2023-03-17 13:40:00,1.0,Beijing1
2023-03-17 14:00:00,1.0833333333333333,Beijing1
2023-03-17 14:20:00,1.25,Beijing1
2023-03-17 14:40:00,1.25,Beijing1
2023-03-17 15:00:00,1.25,Beijing1
2023-03-17 15:20:00,1.2083333333333333,Beijing1
2023-03-17 15:41:00,1.5,Beijing1
2023-03-17 16:01:00,1.2916666666666667,Beijing1
2023-03-17 16:21:00,1.25,Beijing1
2023-03-17 16:41:00,1.3333333333333333,Beijing1
2023-03-17 17:01:00,1.25,Beijing1
2023-03-17 17:21:00,1.3636363636363635,Beijing1
2023-03-17 17:22:00,1.0,Beijing1
2023-03-17 18:17:00,1.6666666666666667,Beijing1
2023-03-17 18:37:00,1.75,Beijing1
2023-03-17 19:13:00,1.375,Beijing1
2023-03-17 19:33:00,1.2916666666666667,Beijing1
2023-03-17 19:54:00,1.2083333333333333,Beijing1
2023-03-17 20:08:00,1.1666666666666667,Beijing1
2023-03-17 20:28:00,1.25,Beijing1
2023-03-17 20:48:00,1.5,Beijing1
2023-03-17 20:49:00,1.1363636363636365,Beijing1
2023-03-17 21:09:00,1.0416666666666667,Beijing1
2023-03-17 21:29:00,1.0833333333333333,Beijing1
2023-03-17 21:49:00,1.0833333333333333,Beijing1
2023-03-17 22:09:00,1.0416666666666667,Beijing1
2023-03-17 22:29:00,1.1666666666666667,Beijing1
2023-03-17 22:50:00,1.0833333333333333,Beijing1
2023-03-17 23:10:00,1.1666666666666667,Beijing1
2023-03-17 23:30:00,1.125,Beijing1
2023-03-17 23:50:00,1.0833333333333333,Beijing1
2023-03-18 00:10:00,1.0833333333333333,Beijing1
2023-03-18 10:50:00,1.0,Beijing1
2023-03-18 11:10:00,1.0416666666666667,Beijing1
2023-03-18 11:30:00,1.0416666666666667,Beijing1
2023-03-18 11:50:00,1.0833333333333333,Beijing1
2023-03-18 15:05:00,1.1666666666666667,Beijing1
2023-03-18 15:25:00,1.0833333333333333,Beijing1
2023-03-18 15:26:00,1.0,Beijing1
2023-03-18 15:46:00,1.1666666666666667,Beijing1
2023-03-18 16:06:00,1.125,Beijing1
2023-03-18 16:26:00,1.0833333333333333,Beijing1
2023-03-18 16:46:00,1.0416666666666667,Beijing1
2023-03-18 17:06:00,1.125,Beijing1
2023-03-18 17:27:00,1.125,Beijing1
2023-03-18 17:47:00,1.0833333333333333,Beijing1
2023-03-18 18:07:00,1.0833333333333333,Beijing1
2023-03-18 18:27:00,1.125,Beijing1
2023-03-18 18:47:00,1.25,Beijing1
2023-03-18 19:07:00,1.3333333333333333,Beijing1
2023-03-18 19:08:00,1.0,Beijing1
2023-03-18 19:28:00,1.125,Beijing1
2023-03-18 19:48:00,1.2083333333333333,Beijing1
2023-03-18 20:08:00,1.0,Beijing1
2023-03-18 20:28:00,1.0833333333333333,Beijing1
2023-03-18 20:48:00,1.0416666666666667,Beijing1
2023-03-18 21:08:00,1.25,Beijing1
2023-03-18 21:09:00,1.0,Beijing1
2023-03-18 21:29:00,1.0833333333333333,Beijing1
2023-03-18 21:49:00,1.0833333333333333,Beijing1
2023-03-18 22:09:00,1.0833333333333333,Beijing1
2023-03-18 22:29:00,1.125,Beijing1
2023-03-18 22:49:00,1.1666666666666667,Beijing1
2023-03-18 23:09:00,1.125,Beijing1
2023-03-18 23:10:00,1.0,Beijing1
2023-03-18 23:30:00,1.0416666666666667,Beijing1
2023-03-18 23:50:00,1.0416666666666667,Beijing1
2023-03-19 00:10:00,1.0416666666666667,Beijing1
2023-03-19 00:30:00,1.0416666666666667,Beijing1
2023-03-19 12:41:00,1.0,Beijing1
2023-03-19 13:01:00,1.0,Beijing1
2023-03-19 13:21:00,1.0416666666666667,Beijing1
2023-03-19 13:42:00,1.0,Beijing1
2023-03-19 14:02:00,1.0833333333333333,Beijing1
2023-03-19 14:22:00,1.0,Beijing1
2023-03-19 14:43:00,1.0416666666666667,Beijing1
2023-03-19 15:04:00,1.0,Beijing1
2023-03-19 15:24:00,1.0416666666666667,Beijing1
2023-03-19 15:44:00,1.0,Beijing1
2023-03-19 16:04:00,1.0416666666666667,Beijing1
2023-03-19 16:24:00,1.0416666666666667,Beijing1
2023-03-19 16:44:00,1.0833333333333333,Beijing1
2023-03-19 17:05:00,1.0,Beijing1
2023-03-19 17:25:00,1.08,Beijing1
2023-03-19 17:45:00,1.0,Beijing1
2023-03-19 18:05:00,1.1666666666666667,Beijing1
2023-03-19 18:25:00,1.0,Beijing1
2023-03-19 18:46:00,1.0416666666666667,Beijing1
2023-03-19 19:06:00,1.0,Beijing1
2023-03-19 19:26:00,1.0416666666666667,Beijing1
2023-03-19 19:46:00,1.0,Beijing1
2023-03-19 20:06:00,1.0,Beijing1
2023-03-19 20:54:00,1.0,Beijing1
2023-03-19 21:14:00,1.0833333333333333,Beijing1
2023-03-19 21:34:00,1.0,Beijing1
2023-03-19 21:54:00,1.0,Beijing1
2023-03-19 22:14:00,1.0,Beijing1
2023-03-19 22:34:00,1.0,Beijing1
2023-03-19 22:35:00,1.0,Beijing1
2023-03-19 22:55:00,1.0416666666666667,Beijing1
2023-03-19 23:15:00,1.0416666666666667,Beijing1
2023-03-19 23:35:00,1.0,Beijing1
2023-03-19 23:55:00,1.0,Beijing1
2023-03-20 11:10:00,1.0833333333333333,Beijing1
2023-03-20 11:30:00,1.0833333333333333,Beijing1
2023-03-20 11:50:00,1.0833333333333333,Beijing1
2023-03-20 12:10:00,1.0,Beijing1
2023-03-20 12:31:00,1.0416666666666667,Beijing1
2023-03-20 12:51:00,1.0416666666666667,Beijing1
2023-03-20 13:11:00,1.0,Beijing1
2023-03-20 13:31:00,1.08,Beijing1
2023-03-20 13:51:00,1.125,Beijing1
2023-03-20 14:11:00,1.1304347826086956,Beijing1
2023-03-20 14:12:00,1.0,Beijing1
2023-03-20 14:32:00,1.2083333333333333,Beijing1
2023-03-20 14:52:00,1.125,Beijing1
2023-03-20 15:12:00,1.0416666666666667,Beijing1
2023-03-20 15:32:00,1.2083333333333333,Beijing1
2023-03-20 15:52:00,1.125,Beijing1
2023-03-20 16:12:00,1.0,Beijing1
2023-03-20 16:13:00,1.0,Beijing1
2023-03-20 16:33:00,1.2083333333333333,Beijing1
2023-03-20 16:53:00,1.0,Beijing1
2023-03-20 17:13:00,1.125,Beijing1
2023-03-20 17:33:00,1.2916666666666667,Beijing1
2023-03-20 17:53:00,1.375,Beijing1
2023-03-20 18:13:00,2.0,Beijing1
2023-03-20 18:14:00,1.4545454545454546,Beijing1
2023-03-20 18:34:00,1.375,Beijing1
2023-03-20 18:54:00,1.1666666666666667,Beijing1
2023-03-20 19:14:00,1.0833333333333333,Beijing1
2023-03-20 19:34:00,1.125,Beijing1
2023-03-20 19:54:00,1.0,Beijing1
2023-03-20 20:15:00,1.0,Beijing1
2023-03-20 20:35:00,1.0416666666666667,Beijing1
2023-03-20 20:55:00,1.0,Beijing1
2023-03-20 21:15:00,1.04,Beijing1
2023-03-20 21:35:00,1.0,Beijing1
2023-03-20 21:55:00,1.0,Beijing1
2023-03-20 21:56:00,1.0,Beijing1
2023-03-20 22:16:00,1.0416666666666667,Beijing1
2023-03-20 22:36:00,1.0416666666666667,Beijing1
2023-03-20 22:56:00,1.0416666666666667,Beijing1
2023-03-20 23:16:00,1.0,Beijing1
2023-03-20 23:36:00,1.0,Beijing1
2023-03-21 12:02:00,1.0416666666666667,Beijing1
2023-03-21 12:22:00,1.0833333333333333,Beijing1
2023-03-21 12:42:00,1.0833333333333333,Beijing1
2023-03-21 13:02:00,1.125,Beijing1
2023-03-21 13:22:00,1.0833333333333333,Beijing1
2023-03-21 13:43:00,1.0,Beijing1
2023-03-21 14:03:00,1.125,Beijing1
2023-03-21 14:23:00,1.125,Beijing1
2023-03-21 14:43:00,1.0416666666666667,Beijing1
2023-03-21 15:03:00,1.0833333333333333,Beijing1
2023-03-21 15:23:00,1.2,Beijing1
2023-03-21 15:24:00,1.0,Beijing1
2023-03-21 15:44:00,1.2916666666666667,Beijing1
2023-03-21 16:04:00,1.0416666666666667,Beijing1
2023-03-21 16:24:00,1.1666666666666667,Beijing1
2023-03-21 16:44:00,1.2083333333333333,Beijing1
2023-03-21 17:04:00,1.125,Beijing1
2023-03-21 17:24:00,1.181818181818182,Beijing1
2023-03-21 17:25:00,1.1538461538461535,Beijing1
2023-03-21 17:45:00,1.25,Beijing1
2023-03-21 18:05:00,1.2083333333333333,Beijing1
2023-03-21 18:25:00,1.375,Beijing1
2023-03-21 18:45:00,1.3333333333333333,Beijing1
2023-03-21 19:05:00,1.0833333333333333,Beijing1
2023-03-21 19:26:00,1.0416666666666667,Beijing1
2023-03-21 19:46:00,1.0,Beijing1
2023-03-21 20:06:00,1.0,Beijing1
2023-03-21 20:26:00,1.1666666666666667,Beijing1
2023-03-21 20:46:00,1.1666666666666667,Beijing1
2023-03-21 21:06:00,1.1666666666666667,Beijing1
2023-03-21 21:27:00,1.1666666666666667,Beijing1
2023-03-21 21:47:00,1.0,Beijing1
2023-03-21 22:07:00,1.0,Beijing1
2023-03-21 22:27:00,1.0,Beijing1
2023-03-21 22:47:00,1.0416666666666667,Beijing1
2023-03-21 23:07:00,1.0,Beijing1
2023-03-21 23:28:00,1.0,Beijing1
2023-03-21 23:48:00,1.0,Beijing1
2023-03-22 00:08:00,1.0416666666666667,Beijing1
2023-03-22 12:35:00,1.0833333333333333,Beijing1
2023-03-22 12:55:00,1.0416666666666667,Beijing1
2023-03-22 13:15:00,1.0416666666666667,Beijing1
2023-03-22 13:35:00,1.0833333333333333,Beijing1
2023-03-22 13:55:00,1.2083333333333333,Beijing1
2023-03-22 14:16:00,1.1666666666666667,Beijing1
2023-03-22 14:36:00,1.2083333333333333,Beijing1
2023-03-22 14:56:00,1.1666666666666667,Beijing1
2023-03-22 15:16:00,1.125,Beijing1
2023-03-22 15:36:00,1.1666666666666667,Beijing1
2023-03-22 15:56:00,1.2173913043478262,Beijing1
2023-03-22 15:57:00,1.0,Beijing1
2023-03-22 16:17:00,1.1666666666666667,Beijing1
2023-03-22 16:37:00,1.375,Beijing1
2023-03-22 16:57:00,1.1666666666666667,Beijing1
2023-03-22 17:17:00,1.1666666666666667,Beijing1
2023-03-22 17:37:00,1.2916666666666667,Beijing1
2023-03-22 17:58:00,1.4583333333333333,Beijing1
2023-03-22 18:18:00,1.2916666666666667,Beijing1
2023-03-22 18:38:00,1.375,Beijing1
2023-03-22 18:58:00,1.5833333333333333,Beijing1
2023-03-22 19:18:00,1.3333333333333333,Beijing1
2023-03-22 19:38:00,1.1666666666666667,Beijing1
2023-03-22 19:59:00,1.0,Beijing1
2023-03-22 20:19:00,1.0833333333333333,Beijing1
2023-03-22 20:39:00,1.0416666666666667,Beijing1
2023-03-22 20:59:00,1.0833333333333333,Beijing1
2023-03-22 21:19:00,1.0833333333333333,Beijing1
2023-03-22 22:00:00,1.0,Beijing1
2023-03-22 22:20:00,1.0,Beijing1
2023-03-22 22:21:00,1.0,Beijing1
2023-03-22 22:41:00,1.0,Beijing1
2023-03-22 23:01:00,1.0,Beijing1
2023-03-22 23:21:00,1.0833333333333333,Beijing1
2023-03-22 23:41:00,1.0,Beijing1
2023-03-23 00:01:00,1.0,Beijing1
2023-03-23 00:21:00,1.0,Beijing1
2023-03-23 00:42:00,1.0,Beijing1
2023-03-16 16:35:00,1.681818181818182,Beijing2
2023-03-16 16:42:00,1.681818181818182,Beijing2
2023-03-16 17:02:00,1.7727272727272727,Beijing2
2023-03-16 17:07:00,1.6,Beijing2
2023-03-16 17:08:00,1.0,Beijing2
2023-03-16 17:13:00,1.45,Beijing2
2023-03-16 17:18:00,1.6,Beijing2
2023-03-16 17:23:00,1.6,Beijing2
2023-03-16 17:29:00,1.6,Beijing2
2023-03-16 17:34:00,1.7,Beijing2
2023-03-16 17:39:00,1.65,Beijing2
2023-03-16 17:45:00,1.6,Beijing2
2023-03-16 17:50:00,1.65,Beijing2
2023-03-16 18:43:00,1.7727272727272727,Beijing2
2023-03-16 18:48:00,1.8636363636363635,Beijing2
2023-03-16 18:53:00,1.761904761904762,Beijing2
2023-03-16 18:59:00,1.5263157894736843,Beijing2
2023-03-16 19:04:00,1.4736842105263157,Beijing2
2023-03-16 19:09:00,1.5263157894736843,Beijing2
2023-03-16 19:15:00,1.5789473684210529,Beijing2
2023-03-16 19:20:00,1.5263157894736843,Beijing2
2023-03-16 19:25:00,1.4210526315789471,Beijing2
2023-03-16 19:30:00,1.4210526315789471,Beijing2
2023-03-17 10:54:00,1.5,Beijing2
2023-03-17 11:18:00,1.263157894736842,Beijing2
2023-03-17 11:38:00,1.1578947368421053,Beijing2
2023-03-17 11:59:00,1.3,Beijing2
2023-03-17 12:19:00,1.3157894736842106,Beijing2
2023-03-17 12:39:00,1.4761904761904765,Beijing2
2023-03-17 12:59:00,1.5454545454545454,Beijing2
2023-03-17 13:19:00,1.5909090909090908,Beijing2
2023-03-17 13:40:00,1.5454545454545454,Beijing2
2023-03-17 14:00:00,1.4,Beijing2
2023-03-17 14:20:00,1.263157894736842,Beijing2
2023-03-17 14:40:00,1.3157894736842106,Beijing2
2023-03-17 15:00:00,1.5909090909090908,Beijing2
2023-03-17 15:20:00,1.5454545454545454,Beijing2
2023-03-17 15:41:00,1.5454545454545454,Beijing2
2023-03-17 16:01:00,1.5909090909090908,Beijing2
2023-03-17 16:21:00,1.65,Beijing2
2023-03-17 16:41:00,1.5,Beijing2
2023-03-17 17:01:00,1.7727272727272727,Beijing2
2023-03-17 17:22:00,2.1875,Beijing2
2023-03-17 18:17:00,1.8571428571428568,Beijing2
2023-03-17 18:37:00,2.25,Beijing2
2023-03-17 19:13:00,1.947368421052632,Beijing2
2023-03-17 19:33:00,2.142857142857143,Beijing2
2023-03-17 19:54:00,1.8461538461538465,Beijing2
2023-03-17 20:08:00,1.736842105263158,Beijing2
2023-03-17 20:28:00,1.9545454545454544,Beijing2
2023-03-17 20:49:00,1.761904761904762,Beijing2
2023-03-17 21:09:00,1.35,Beijing2
2023-03-17 21:29:00,1.3157894736842106,Beijing2
2023-03-17 21:49:00,1.3157894736842106,Beijing2
2023-03-17 22:09:00,1.263157894736842,Beijing2
2023-03-17 22:29:00,2.0,Beijing2
2023-03-17 22:30:00,1.1428571428571428,Beijing2
2023-03-17 22:50:00,1.263157894736842,Beijing2
2023-03-17 23:10:00,1.0,Beijing2
2023-03-17 23:30:00,1.0,Beijing2
2023-03-17 23:50:00,1.0,Beijing2
2023-03-18 00:10:00,1.0,Beijing2
2023-03-18 10:50:00,1.45,Beijing2
2023-03-18 11:10:00,1.45,Beijing2
2023-03-18 11:30:00,1.35,Beijing2
2023-03-18 11:50:00,1.45,Beijing2
2023-03-18 15:05:00,1.4736842105263157,Beijing2
2023-03-18 15:26:00,1.368421052631579,Beijing2
2023-03-18 15:46:00,1.619047619047619,Beijing2
2023-03-18 16:06:00,1.368421052631579,Beijing2
2023-03-18 16:26:00,1.7727272727272727,Beijing2
2023-03-18 16:46:00,1.5,Beijing2
2023-03-18 17:06:00,1.5555555555555556,Beijing2
2023-03-18 17:07:00,1.0,Beijing2
2023-03-18 17:27:00,1.55,Beijing2
2023-03-18 17:47:00,1.5263157894736843,Beijing2
2023-03-18 18:07:00,1.7272727272727273,Beijing2
2023-03-18 18:27:00,1.7272727272727273,Beijing2
2023-03-18 18:47:00,1.681818181818182,Beijing2
2023-03-18 19:08:00,1.368421052631579,Beijing2
2023-03-18 19:28:00,1.3,Beijing2
2023-03-18 19:48:00,1.380952380952381,Beijing2
2023-03-18 20:08:00,1.25,Beijing2
2023-03-18 20:28:00,1.4,Beijing2
2023-03-18 20:48:00,1.0,Beijing2
2023-03-18 21:09:00,1.0,Beijing2
2023-03-18 21:29:00,1.0,Beijing2
2023-03-18 21:49:00,1.0,Beijing2
2023-03-18 22:09:00,1.0,Beijing2
2023-03-18 22:29:00,1.0,Beijing2
2023-03-18 22:49:00,1.0,Beijing2
2023-03-18 23:10:00,1.0,Beijing2
2023-03-18 23:30:00,1.0,Beijing2
2023-03-18 23:50:00,1.0,Beijing2
2023-03-19 00:10:00,1.0,Beijing2
2023-03-19 00:30:00,1.0,Beijing2
2023-03-19 12:41:00,1.4,Beijing2
2023-03-19 13:01:00,1.3157894736842106,Beijing2
2023-03-19 13:21:00,1.3157894736842106,Beijing2
2023-03-19 13:42:00,1.368421052631579,Beijing2
2023-03-19 14:02:00,1.4210526315789471,Beijing2
2023-03-19 14:22:00,1.4210526315789471,Beijing2
2023-03-19 14:43:00,1.2777777777777777,Beijing2
2023-03-19 14:44:00,1.0,Beijing2
2023-03-19 15:04:00,1.4,Beijing2
2023-03-19 15:24:00,1.4736842105263157,Beijing2
2023-03-19 15:44:00,1.4736842105263157,Beijing2
2023-03-19 16:04:00,1.4736842105263157,Beijing2
2023-03-19 16:24:00,1.55,Beijing2
2023-03-19 16:44:00,1.0,Beijing2
2023-03-19 16:45:00,1.5789473684210529,Beijing2
2023-03-19 17:05:00,1.55,Beijing2
2023-03-19 17:25:00,1.6363636363636365,Beijing2
2023-03-19 17:45:00,1.368421052631579,Beijing2
2023-03-19 18:05:00,1.4736842105263157,Beijing2
2023-03-19 18:25:00,1.368421052631579,Beijing2
2023-03-19 18:46:00,1.5454545454545454,Beijing2
2023-03-19 19:06:00,1.6363636363636365,Beijing2
2023-03-19 19:26:00,1.5,Beijing2
2023-03-19 19:46:00,1.263157894736842,Beijing2
2023-03-19 20:06:00,1.3333333333333333,Beijing2
2023-03-19 20:07:00,1.0,Beijing2
2023-03-19 20:54:00,1.1578947368421053,Beijing2
2023-03-19 21:14:00,1.105263157894737,Beijing2
2023-03-19 21:34:00,1.0,Beijing2
2023-03-19 21:54:00,1.0,Beijing2
2023-03-19 22:14:00,1.0,Beijing2
2023-03-19 22:35:00,1.0,Beijing2
2023-03-19 22:55:00,1.0,Beijing2
2023-03-19 23:15:00,1.0,Beijing2
2023-03-19 23:35:00,1.0,Beijing2
2023-03-19 23:55:00,1.0,Beijing2
2023-03-20 11:10:00,1.4210526315789471,Beijing2
2023-03-20 11:30:00,1.2105263157894737,Beijing2
2023-03-20 11:50:00,1.4761904761904765,Beijing2
2023-03-20 12:10:00,1.4444444444444444,Beijing2
2023-03-20 12:11:00,1.1,Beijing2
2023-03-20 12:31:00,1.4761904761904765,Beijing2
2023-03-20 12:51:00,1.4761904761904765,Beijing2
2023-03-20 13:11:00,1.5,Beijing2
2023-03-20 13:31:00,1.35,Beijing2
2023-03-20 13:51:00,1.2105263157894737,Beijing2
2023-03-20 14:12:00,1.2105263157894737,Beijing2
2023-03-20 14:32:00,1.3333333333333333,Beijing2
2023-03-20 14:52:00,1.3,Beijing2
2023-03-20 15:12:00,1.3,Beijing2
2023-03-20 15:32:00,1.4285714285714286,Beijing2
2023-03-20 15:52:00,1.5238095238095235,Beijing2
2023-03-20 16:13:00,1.0555555555555556,Beijing2
2023-03-20 16:33:00,1.3157894736842106,Beijing2
2023-03-20 16:53:00,1.619047619047619,Beijing2
2023-03-20 17:13:00,1.5909090909090908,Beijing2
2023-03-20 17:33:00,1.631578947368421,Beijing2
2023-03-20 17:53:00,1.631578947368421,Beijing2
2023-03-20 18:14:00,1.7727272727272727,Beijing2
2023-03-20 18:34:00,1.65,Beijing2
2023-03-20 18:54:00,1.6666666666666667,Beijing2
2023-03-20 19:14:00,1.5263157894736843,Beijing2
2023-03-20 19:34:00,1.3157894736842106,Beijing2
2023-03-20 19:54:00,1.5555555555555556,Beijing2
2023-03-20 19:55:00,1.4545454545454546,Beijing2
2023-03-20 20:15:00,1.1666666666666667,Beijing2
2023-03-20 20:35:00,1.35,Beijing2
2023-03-20 20:55:00,1.105263157894737,Beijing2
2023-03-20 21:15:00,1.0555555555555556,Beijing2
2023-03-20 21:35:00,1.0,Beijing2
2023-03-20 21:56:00,1.0,Beijing2
2023-03-20 22:16:00,1.0,Beijing2
2023-03-20 22:36:00,1.0,Beijing2
2023-03-20 22:56:00,1.0,Beijing2
2023-03-20 23:16:00,1.0,Beijing2
2023-03-21 12:02:00,1.105263157894737,Beijing2
2023-03-21 12:22:00,1.1111111111111112,Beijing2
2023-03-21 12:42:00,1.0,Beijing2
2023-03-21 13:02:00,1.35,Beijing2
2023-03-21 13:22:00,1.75,Beijing2
2023-03-21 13:23:00,1.0,Beijing2
2023-03-21 13:43:00,1.263157894736842,Beijing2
2023-03-21 14:03:00,1.368421052631579,Beijing2
2023-03-21 14:23:00,1.368421052631579,Beijing2
2023-03-21 14:43:00,1.2105263157894737,Beijing2
2023-03-21 15:03:00,1.5714285714285714,Beijing2
2023-03-21 15:24:00,1.1111111111111112,Beijing2
2023-03-21 15:44:00,1.263157894736842,Beijing2
2023-03-21 16:04:00,1.368421052631579,Beijing2
2023-03-21 16:24:00,1.2105263157894737,Beijing2
2023-03-21 16:44:00,1.5714285714285714,Beijing2
2023-03-21 17:04:00,2.4545454545454546,Beijing2
2023-03-21 17:25:00,1.818181818181818,Beijing2
2023-03-21 17:45:00,1.7727272727272727,Beijing2
2023-03-21 18:05:00,1.7,Beijing2
2023-03-21 18:25:00,1.9090909090909087,Beijing2
2023-03-21 18:45:00,1.5789473684210529,Beijing2
2023-03-21 19:05:00,2.25,Beijing2
2023-03-21 19:06:00,1.0,Beijing2
2023-03-21 19:26:00,1.5789473684210529,Beijing2
2023-03-21 19:46:00,1.4210526315789471,Beijing2
2023-03-21 20:06:00,1.45,Beijing2
2023-03-21 20:26:00,1.380952380952381,Beijing2
2023-03-21 20:46:00,1.1111111111111112,Beijing2
2023-03-21 21:06:00,1.0,Beijing2
